TitleName	TitleId	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	TitlePriority
Vâ L©m ChÝ T«n	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
NhÊt §¹i T«ng s­ 	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
TuyÖt ThÕ Cao Thñ	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vang Danh Giang Hå	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
HiÖp Danh ViÔn B¸	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m T©n Tó	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Míi nhËp giang hå 	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
NhËp M«n §Ö Tö	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m Minh Chñ	3000	162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC	
ThËp §¹i Cao Thñ	3001	162	0	0	0	976	6	977	20	990	6	0	0	0	0	2011VLMC	
§Ö NhÊt Chñ So¸i	246	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Danh hiÖu §Ö NhÊt Chñ So¸i	
ÎôÈÕ´óÏÀ	247	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯1	
ÎäÁÖÌì½¾	248	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯2	
½­ºþºÀÏÀ	249	176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈÕ´óÏÀ»î¶¯3	
½£Ò«¾ÅÖÝ	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÖÐÔ½Çø·þÑ¡°Î	
³õ¿úÃÅ¾¶	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	³õ¿úÃÅ¾¶	
ÖÐÔ½Ñ¡²¦ÈüµÚÒ»°ï	252	187	0	0	0	0	3	0	0	0	0	0	0	0	0	ÖÐÔ½Ñ¡²¦ÈüµÚÒ»°ï	
ÖÐÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	253	187	0	0	0	0	3	0	0	0	0	0	0	0	0	ÖÐÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
µÚ¶þ½ìÖÐÔ½¶Ô¿¹ÈüÁúÖ®¶Ó	254	186	0	0	0	0	0	0	0	0	0	0	0	0	0	ÖÐÔ½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
Thiªn H¹ V« Song	255	193	0	0	0	1260	3	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ðÖÜ»ý·ÖµÚÒ»Ãû³ÆºÅ	
Th©n Thñ BÊt Phµm	256	194	0	0	0	1260	2	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ðÖÜ»ý·ÖµÚ¶þÃû³ÆºÅ	
Vang Danh Tø Ph­¬ng	257	195	0	0	0	1260	1	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ðÖÜ»ý·ÖµÚÈýÃû³ÆºÅ	
Vâ Häc Kú Tµi	258	196	0	0	0	1261	10	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½ðÖÜ»ý·ÖµÚËÄÃû³ÆºÅ	
ÐÖµÜÎÞÊý	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
½£ÏÀÇéÔµ200¼¶µÚÒ»ÈË	260	197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔì¼«£¨µÚÒ»¸ö200×ª×¨ÓÃ£©	
½­ºþ¶ùÅ®	261	172	0	0	0	1277	2	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·1	
ËÄº£ÏÀ¿Í	262	173	0	0	0	1277	3	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·2	
ÎäÁÖºÀÏÀ	263	174	0	0	0	1277	4	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·3	
ÌìÏÂÖÁ×ð	264	175	0	0	0	1277	5	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·4	
Ò»ÈËµÃµÀ	265	0	0	0	0	1281	1	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
¶þÁúÌÚ·É	266	0	0	0	0	1281	2	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÈýÑô¿ªÌ©	267	0	0	0	0	1281	3	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ËÄ·½·øê£	268	0	0	0	0	1281	4	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
Îå¸£ÁÙÃÅ	269	0	0	0	0	1281	5	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÁùºÏÍ¬·ç	270	0	0	0	0	1281	6	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÆßÐÇ¸ßÕÕ	271	0	0	0	0	1281	7	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
°ËÃæÍþ·ç	272	0	0	0	0	1281	8	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
¾Å×ª¹¦³É	273	0	0	0	0	1281	9	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
Ê®È«Ê®ÃÀ	274	0	0	0	0	1281	10	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÎèÉ×	275	0	0	0	0	1282	1	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
Kim Thoa	276	0	0	0	0	1282	2	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
¶¹Þ¢	277	0	0	0	0	1282	3	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
BÝch Ngäc 	278	0	0	0	0	1282	4	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÌÒÀî	279	0	0	0	0	1282	5	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
»¨ÐÅ	280	0	0	0	0	1282	6	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
Èõ¹Ú	281	0	0	0	0	1282	7	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
¶øÁ¢	282	0	0	0	0	1282	8	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
²»»ó	283	0	0	0	0	1282	9	0	0	0	0	0	0	0	0	Ìì¶¨ÐÇ¼¶Ôù³ÆºÅ»î¶¯	
ÄêÄêÓÐÓà	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
´ó¸»´ó¹ó	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
Åô³ÌÍòÀï	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
´óÕ¹ºêÍ¼	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
ãØ¼ÒÍÅÔ²	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
ËêËêÆ½°²	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
²½²½¸ßÉý	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
ºè°¸ÆëÃ¼	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
´»Ýæ²¢Ã¯	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
Tµi Léc gÆt hoµi kh«ng hÕt	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
´ó¼ª´óÀû	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
Áú·ï³ÊÏé	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
½ðÓñÂúÌÃ	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
¸£Èç¶«º£	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
ÊÙ±ÈÄÏÉ½	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂÄê×£¸£Íò¼ÒÔÃ»î¶¯³ÆºÅ	
§éc C« V« §Þch	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§éc C« V« §Þch	
2012ÏßÏÂ°ï»á¼ûÃæ¼ÍÄî	300	199	0	0	0	1174	4	0	0	0	0	0	0	0	0	2012ÏßÏÂ°ï»á¼ûÃæ¼ÍÄî	
ÌìÏÂµÚÒ»¡¤ÎÞË«Íõ°ï	301	200	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·	
¶À²½½­ºþ¡¤¸ÇÊÀÐÛÊ¨	302	201	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·	
2012ÌìÏÂµÚÒ»°ï16Ç¿	303	202	0	0	0	0	0	0	0	0	0	0	0	0	0	2012ÄêÌìÏÂµÚÒ»°ï¹â»·	
µÇ·åÔì¼«	304	197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔì¼«(200×ªÍæ¼Ò½±Àø)	
Î¢ÐÅºÀÏÀ	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯	
Tèng binh	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Tèng HiÖu óy	307	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Tèng Thèng lÜnh	308	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Tèng Phã t­íng	309	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Tèng §¹i t­íng	310	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim binh	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim HiÖu óy	312	0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim Thèng LÜnh	313	0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim Phã t­íng	314	0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
Kim §¹i t­íng	315	0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓöÕ½Õ½³¡³ÆºÅ	
ÍÀÀÇ¸ßÊÖ	316	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	¶ñÀÇÀ´Ï®³ÆºÅ	
½ð¸êÌúÂí	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂ·þ³ÆºÅ	
ÕòÔ¶´ó½«¾ü	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÐûÍþ½«¾ü	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
¶¨Ô¶½«¾ü	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÓÎÆï½«¾ü	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Chiªu Vâ HiÖu óy	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÈÊÓÂÐ£Î¾	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ThËp §¹i Cao Thñ Top 1	324	135	0	0	0	0	0	0	0	0	0	0	0	0	0		
ThËp §¹i Cao Thñ Top 2	325	172	0	0	0	0	0	0	0	0	0	0	0	0	0		
ThËp §¹i Cao Thñ Top 3	326	171	0	0	0	0	0	0	0	0	0	0	0	0	0		
Lùc ¸p QuÇn Hïng	327	"255,215,0"	207	0	0	0	1418	8	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÈý	
Tø TuyÖt chiÕn tr­êng	328	"34,139,34"	208	0	0	0	1418	7	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚËÄ	
Ngò TuyÖt chiÕn tr­êng	329	"34,139,34"	209	0	0	0	1418	6	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÎå	
Lôc TuyÖt chiÕn tr­êng	330	"34,139,34"	210	0	0	0	1418	5	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÁù	
ThÊt TuyÖt chiÕn tr­êng 	331	"34,139,34"	211	0	0	0	1418	4	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÆß	
B¸t TuyÖt chiÕn tr­êng	332	"34,139,34"	212	0	0	0	1418	3	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚ°Ë	
Cöu TuyÖt chiÕn tr­êng	333	"34,139,34"	213	0	0	0	1418	2	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚ¾Å	
ThËp TuyÖt chiÕn tr­êng	334	"34,139,34"	214	0	0	0	1418	1	0	0	0	0	0	0	0	Ô½ÄÏIBËÎ½ðÕ½³¡»ý·ÖÅÅÃûµÚÊ®	
Hoa S¬n tuyÖt ®Ønh	335	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	»ªÉ½Ê®´ó¸ßÊÖ	
¼×¹ÚÈºÐÛ¡¤æçÓÂ¾øÂ×	336	16762880	143	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯	
ÎäÁ¦¾ªÊÀ¡¤¾øÕóÈÖÎé	337		0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯	
ÐÛ×ËÓ¢·¢¡¤²»·²Õ½ÂÃ	338		0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢ÐÅ»î¶¯	
ÔµÇ£»ªÉ½	339		0	0	0	0	0	0	0	0	0	0	0	0	0	ÔµÇ£»ªÉ½	
»ªÉ½ÂÛ½£	340		0	0	0	0	0	0	0	0	0	0	0	0	0	ÐÂ·þ³ÆºÅ	
HuyÒn Vò Hµo HiÖp	3002	165	0	0	0	976	2	990	2	0	0	0	0	0	0	2011VLMC	
Qu¸n Qu©n Vâ L©m Ngò B¸	3003	124	0	0	0	977	20	1205	2	0	0	0	0	0	0	"Vßng Hµo Quang Vâ L©m Ngò B¸ (20 tèc ®é, 10% c«ng kÝch kü n¨ng)"	
TiÒm Long NhÊt Héi	3004	135	0	0	0	977	10	1205	1	0	0	0	0	0	0	TiÒm Long NhÊt Héi	
§¹i Phó Hµo	3005	172	0	0	0	990	10	0	0	0	0	0	0	0	0	T¨ng 1000 sinh lùc d­¬ng	
ThËp §¹i Kú Nh©n	3006	173	0	0	0	0	0	0	0	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh	
Hïng Binh L­u Danh	3007	145	0	0	0	0	0	0	0	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh	
NhËt NguyÖt Kim Quang	3008	186	0	0	0	990	5	977	20	1205	2	0	0	0	0	"500 Sinh lùc, 20 tèc ®é, 10% c«ng kÝch kü n¨ng"	
T©n Thñ	3009	135	0	0	0	990	30	977	20	0	0	0	0	0	0	"2000 Sinh lùc, 30 tèc ®é"	
H¹ng Nh× Vâ L©m Ngò B¸	3010	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	"Vßng HQ ¸ Qu©n Vâ L©m Ngò B¸(10 tèc ®é, 10% c«ng kÝch kü n¨ng)"	
H¹ng Ba Vâ L©m Ngò B¸	3011	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	"Vßng HQ H¹ng 3 Qu©n Vâ L©m Ngò B¸(10 tèc ®é, 10% c«ng kÝch kü n¨ng)"	
Ngäc Thô L©m Phong	3012	172	0	0	0	990	5	977	10	0	0	0	0	0	0	"500 Sinh lùc, 10 tèc ®é"	
BQT VLTK OFFLINE	5000	0	0	0	0	0	20	0	0	0	0	0	0	0	0	Ban Qu¶n TrÞ VLTK	"247,37,133"
	3013	44	0	0	0	0	0	0	0	0	0	0	0	0	0	Vßng s¸ng ch©n c¸i bang bæng 	
ThiÕu L©m ChiÕn T­íng	3014	226	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn V­¬ng ChiÕn T­íng	3015	227	0	0	0	0	0	0	0	0	0	0	0	0	0		
§­êng M«n ChiÕn T­íng	3016	228	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ngò §éc ChiÕn T­íng	3017	229	0	0	0	0	0	0	0	0	0	0	0	0	0		
C¸i Bang ChiÕn T­íng	3018	230	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn NhÉn ChiÕn T­íng	3019	231	0	0	0	0	0	0	0	0	0	0	0	0	0		
Nga My ChiÕn T­íng	3020	232	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thuý Yªn ChiÕn T­íng	3021	233	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vâ §ang ChiÕn T­íng	3022	234	0	0	0	0	0	0	0	0	0	0	0	0	0		
C«n L«n ChiÕn T­íng	3023	235	0	0	0	0	0	0	0	0	0	0	0	0	0		
